no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,Meal Plan 2,0,Room_Type 4,87,2018,11,18,Online,0,0,0,136.8,1,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,109,2018,5,23,Online,0,0,0,143.1,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,7,19,Online,0,0,0,91.63,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Online,0,0,0,115,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2018,11,12,Online,0,0,0,83.01,2,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled
1,0,2,1,Not Selected,0,Room_Type 1,1,2018,3,20,Online,0,0,0,74.95,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,167,2018,10,1,Online,0,0,0,98.1,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,6,2018,8,7,Online,0,0,0,148,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,313,2018,12,1,Online,0,0,0,91.8,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,203,2018,9,10,Online,0,0,0,126.9,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2018,8,5,Online,0,0,0,105.3,3,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,86,2018,7,1,Offline,0,0,0,107.69,1,Not_Canceled
2,0,1,4,Not Selected,0,Room_Type 1,44,2018,11,16,Online,0,0,0,74.8,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,18,2018,10,29,Online,0,0,0,120,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,190,2018,10,26,Online,0,0,0,96.3,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,18,Corporate,0,0,0,140,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,12,31,Online,0,0,0,115.68,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,49,2018,3,9,Online,0,0,0,67.22,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
1,1,0,3,Meal Plan 1,0,Room_Type 1,178,2018,8,18,Online,0,0,0,124.5,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,13,2018,6,19,Offline,0,0,0,95,2,Not_Canceled
2,2,0,1,Not Selected,0,Room_Type 4,0,2018,9,16,Online,0,0,0,147.59,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,3,2018,12,21,Online,0,0,0,82.88,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,8,27,Online,0,0,0,131.4,2,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,9,Online,0,0,0,89,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,4,2017,9,21,Online,0,0,0,155,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,142,2018,6,10,Online,0,0,0,129,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,9,19,Online,0,0,0,149,2,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,16,2018,8,21,Online,0,0,0,129,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,117,2018,10,29,Online,0,0,0,104.04,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,120,2018,10,28,Online,0,0,0,104.4,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,34,2018,2,25,Online,0,0,0,68.7,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,3,6,Online,0,0,0,96,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,6,17,Online,0,0,0,141,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 2,15,2018,1,28,Online,0,0,0,77.88,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,95,2018,4,27,Online,0,0,0,89.25,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,7,11,Online,0,0,0,110.46,1,Not_Canceled
2,0,1,5,Meal Plan 2,0,Room_Type 1,213,2018,8,23,Online,0,0,0,123.25,0,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,53,2018,12,17,Online,0,0,0,74.8,2,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,7,2018,6,13,Online,0,0,0,102.33,1,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,7,19,Online,0,0,0,126,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,83,2018,3,12,Offline,0,0,0,46.67,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,75,1,Not_Canceled
2,1,0,4,Meal Plan 1,0,Room_Type 4,148,2018,5,18,Online,0,0,0,108.19,2,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,1,25,Online,0,0,0,86.1,1,Not_Canceled
1,0,3,5,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Online,0,0,0,64.08,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,1,2018,6,22,Online,0,0,0,95.48,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,106,2018,12,27,Online,0,0,0,104,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,8,2018,3,25,Online,0,0,0,139,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,89,2018,4,18,Online,0,0,0,90.95,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,253,2018,9,19,Online,0,0,0,115.2,2,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,10,2018,6,21,Online,0,0,0,112.33,1,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,145,2018,10,22,Online,0,0,0,153,0,Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 5,55,2018,10,21,Online,0,0,0,129.6,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,195,2018,10,18,Online,0,0,0,90.9,2,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,5,23,Offline,0,0,0,100,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,87,2018,7,14,Online,0,0,0,94.5,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 4,133,2018,5,17,Online,0,0,0,114.3,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,35,2018,5,24,Online,0,0,0,98.1,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,9,7,Online,0,0,0,124,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,120,2018,4,23,Online,0,0,0,95.2,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,7,26,Corporate,0,0,0,75,0,Not_Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,24,2018,9,10,Offline,0,0,0,128,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,0,0,0,99.9,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,8,3,Corporate,0,0,0,94,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,152,2018,8,26,Online,0,0,0,90.9,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,10,4,Online,0,0,0,125.1,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,100,2018,3,25,Online,0,0,0,93.3,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,89,2018,4,12,Online,0,0,0,96.3,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,104,2018,2,29,Online,1,1,0,61.43,0,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Online,0,0,0,94.5,0,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,3,2018,5,21,Offline,0,0,0,112,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,9,11,Online,0,0,0,127,0,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,148,2018,7,25,Online,0,0,0,91.68,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,57,2018,6,3,Online,0,0,0,126.36,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,29,Online,0,0,0,109,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled
1,0,0,4,Not Selected,0,Room_Type 1,17,2018,1,26,Online,0,0,0,55,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,64,2018,8,14,Online,0,0,0,135.9,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,8,19,Online,0,0,0,106,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,18,2018,2,11,Online,0,0,0,171,0,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,24,2018,5,2,Online,0,0,0,124,1,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 2,66,2018,2,9,Online,0,0,0,80.55,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
0,2,0,1,Meal Plan 1,0,Room_Type 2,44,2018,11,19,Online,0,0,0,82.44,2,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Online,0,0,0,105,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,98,2018,5,17,Online,0,0,0,168.3,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2017,11,8,Corporate,1,0,1,65,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,46,2018,3,4,Online,0,0,0,67.5,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2017,9,14,Offline,0,0,0,90,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,39,2018,12,29,Online,0,0,0,201.08,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,69,2018,10,30,Online,0,0,0,95.85,2,Not_Canceled
2,0,3,7,Meal Plan 1,0,Room_Type 1,200,2018,7,15,Online,0,0,0,90.95,1,Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 2,206,2018,9,8,Online,0,0,0,130.5,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,51,2017,11,11,Offline,0,0,0,69,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,79,2018,3,4,Online,0,0,0,87.3,0,Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,14,2018,9,1,Online,0,0,0,210,1,Not_Canceled
3,0,0,2,Meal Plan 1,1,Room_Type 4,127,2018,10,18,Online,0,0,0,160.2,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,58,2018,2,6,Online,0,0,0,73.95,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,95,2018,6,9,Online,0,0,0,119.85,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,96,2018,3,6,Offline,0,0,0,60,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,10,6,Online,0,0,0,101,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,160,2018,4,27,Online,0,0,0,90,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,125,2018,4,12,Online,0,0,0,99.45,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 2,90,2018,3,25,Online,0,0,0,79.8,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,4,2018,2,13,Online,0,0,0,81,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,62.5,0,Not_Canceled
3,0,2,4,Meal Plan 2,0,Room_Type 4,85,2018,8,19,Online,0,0,0,210.6,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,14,2017,10,30,Offline,0,0,0,98.67,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,8,14,Online,0,0,0,93.2,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,6,28,Offline,0,0,0,76.5,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2018,3,30,Online,0,0,0,82.45,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,26,Corporate,0,0,0,31,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,9,13,Online,0,0,0,94.6,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,19,Online,0,0,0,82.45,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,12,Corporate,0,0,0,65,0,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,179,2018,8,4,Online,0,0,0,130.05,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,3,23,Online,0,0,0,89.3,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Online,0,0,0,94.5,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,136,2018,8,26,Online,0,0,0,90.9,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,244,2018,10,30,Online,0,0,0,85.85,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52,1,Not_Canceled
1,0,1,1,Not Selected,0,Room_Type 1,195,2018,9,3,Online,0,0,0,98.1,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Online,0,0,0,90.95,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,23,2018,10,7,Offline,0,0,0,94,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Online,0,0,0,85,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,5,9,Offline,0,0,0,75,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,113,2018,3,25,Offline,0,0,0,58,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,15,Online,0,0,0,159,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,156,2018,5,18,Online,0,0,0,84.24,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,138,2018,9,25,Online,0,0,0,162,1,Canceled
0,2,0,3,Meal Plan 1,0,Room_Type 2,40,2018,1,14,Online,0,0,0,6,1,Not_Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,130,2018,8,6,Online,0,0,0,155.7,2,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Aviation,0,0,0,95,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,3,11,Online,0,0,0,76.5,0,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,8,17,Complementary,1,0,3,0,4,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,205,2018,7,24,Online,0,0,0,90.95,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,94,2018,5,18,Online,0,0,0,127.93,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,39,2017,9,4,Online,0,0,0,85.5,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,85.67,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Online,0,0,0,115,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,62,2018,4,21,Online,0,0,0,91.48,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2018,11,14,Online,0,0,0,104,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Online,0,0,0,85,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,18,2017,10,16,Online,0,0,0,107.65,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,7,Online,0,0,0,98,1,Canceled
2,0,6,13,Not Selected,0,Room_Type 1,64,2018,3,10,Online,0,0,0,70.46,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,150,2018,9,16,Online,0,0,0,126.9,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2018,11,22,Offline,0,0,0,72,0,Not_Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Online,0,0,0,86,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,9,14,Online,0,0,0,116.67,2,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,56,2018,4,18,Online,0,0,0,85.5,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,12,Online,0,0,0,135.9,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,13,2018,8,19,Online,0,0,0,128.5,3,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,13,2018,2,14,Online,0,0,0,91,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,73,2017,11,27,Online,0,0,0,79.2,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,109,2017,7,16,Online,0,0,0,76.5,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 7,5,2018,10,13,Online,0,0,0,215.6,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,128,2018,5,27,Online,0,0,0,207.9,2,Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,95,2018,5,22,Online,0,0,0,141.32,1,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,158,2018,8,25,Online,0,0,0,90.95,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,54,2017,12,30,Online,0,0,0,118.2,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,1,4,Online,0,0,0,108,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,117,2018,5,10,Online,0,0,0,83.64,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,51,2017,11,8,Offline,0,0,0,60,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,24,2018,5,21,Online,0,0,0,155,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,43,2018,6,18,Online,0,0,0,109.49,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,47,2018,3,17,Online,0,0,0,71.1,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,154,2018,11,30,Offline,0,0,0,68,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2017,9,30,Online,0,0,0,120,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,35,2018,4,17,Online,0,0,0,93.9,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,155,2018,7,17,Online,0,0,0,137.7,2,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,28,2017,9,22,Online,0,0,0,103.87,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,133,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2017,11,20,Offline,0,0,0,49.07,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Corporate,0,0,0,77,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2018,9,7,Online,0,0,0,98.1,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,102,2018,10,9,Online,0,0,0,108,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0,0,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,72,2018,3,27,Offline,0,0,0,68,0,Not_Canceled
2,2,0,1,Meal Plan 2,0,Room_Type 6,222,2018,10,29,Online,0,0,0,219.6,0,Canceled
2,0,1,4,Meal Plan 1,1,Room_Type 1,40,2017,9,30,Online,0,0,0,75.53,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,65,2018,7,23,Online,0,0,0,137.7,2,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,8,2018,2,21,Online,0,0,0,111,3,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,20,2017,9,2,Online,0,0,0,80.85,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2017,11,11,Online,0,0,0,107,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,162,2018,7,27,Online,0,0,0,118.8,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,83,2018,10,19,Online,0,0,0,132.3,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,59,2018,11,14,Offline,0,0,0,75,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,12,19,Online,0,0,0,86,0,Not_Canceled
1,0,2,0,Not Selected,0,Room_Type 1,17,2018,4,3,Online,0,0,0,89,0,Canceled
1,0,1,3,Not Selected,0,Room_Type 1,31,2018,3,7,Online,0,0,0,67.6,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,4,16,Online,0,0,0,109.67,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,8,Online,0,0,0,80,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,5,26,Online,0,0,0,140.4,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,4,4,Online,0,0,0,63.49,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,3,2018,4,29,Offline,0,0,0,95,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,130,2018,4,15,Offline,0,0,0,71,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Online,0,0,0,117,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,2,Offline,0,0,0,72,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Online,0,0,0,100,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,17,Offline,0,0,0,82.4,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,2,4,Online,0,0,0,82.33,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Online,0,0,0,132,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,174,2018,10,5,Online,0,0,0,98.1,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,232,2018,9,15,Offline,0,0,0,80.75,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,28,Offline,0,0,0,45,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Online,0,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 4,6,2018,8,19,Online,0,0,0,154,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,8,2018,11,2,Online,0,0,0,115.6,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,83.33,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,85,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,13,2017,10,19,Corporate,0,0,0,65,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Online,0,0,0,115,1,Canceled
